Date Collected,Plot,Waypoint,Block,Treatment,Bare Ground,Litter,Sti cur,Poa pra, Fes hal,Ros ark,Art lud,Art fri,Ast fal,Ast das,Ast lae,The rho,Com umb,Cam rot,Pot arg,Gal bor,Tradub-like,Pas mi,Agr sca,Ach mil,Bou gra,Carex,Eri cae,Ely tra,Eri gla,Sti com,Dan int,Ant par,Cal mon,Sol mis,Ane pat,Hel hoo,Vic ame,Geu tri,Cer arv,Tar off,Sis mon,Lat och,Lac tat,All tex,Poa ari,Tra dub,Oxy ser,Koe mac,Fra vir,Sym occ,Sti vir,Spi bet,Vio adu,Ery che,Poa pal,Fes rub,Het vil,Rub ida,Ane mul,Mon fis,Heli hoo,Ale aln,Gai ari,Con arv,,moss,Pot div,Cow pat,unk astrag. (Ast bis),Ort leu,Pen alb,rough mustard,slender wheat grass,fuzz auricle grass,unk forb 1
12-Jul-21,121,975,11,Shade/No fert/Thin,75,30,15,,5,,,,3,,,3,,,,5,,,,,,,,5,,,,,,35,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,122,975,11,Shade/No fert/No thin,65,20,30,15,15,10,10,,10,,,15,7,5,,,,,,,10,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,123,975,11,Amb/Fert/Thin,75,10,15,15,20,15,,,,,20,12,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,124,975,11,Shade/Fert/Thin,70,40,15,15,20,25,,,10,,2,10,,3,25,10,,,,,,5,,10,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,125,975,11,Sun/No fert/No thin,5,10,10,5,40,10,,,,,,5,2,5,,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,126,975,11,Shade/Fert/No thin,10,100,20,40,20,15,,,,,5,20,,5,35,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,127,975,11,Amb/Fert/No thin,t,100,,10,40,15,10,,1,,2,,,5,5,,,,,1,,,,,,,5,,,,,,,,,,,,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,128,975,11,Sun/Fert/Thin,t,100,5,10,40,5,35,,,,40,,3,10,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,129,975,11,Amb/No fert/No thin,10,110,15,20,20,20,8,,,,,5,,5,5,5,,,,1,,,,,,,5,,,3,2,,5,,,,,,3,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,
12-Jul-21,130,975,11,Sun/No fert/Thin,10,100,10,5,15,15,10,,,,,,1,5,20,10,,,5,,,,,,,,8,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,131,975,11,Sun/Fert/No thin,t,100,5,15,60,35,30,,,,10,,,5,15,5,,,5,2,,,,,,,,,,,5,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,132,975,11,Amb/No fert/Thin,20,80,5,20,15,25,15,,,,,,10,10,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,133,976,12,Sun/Fert/Thin,40,110,5,5,5,25,15,,,5,15,,,5,5,,5,,,,,,,,,,5,,,,,,10,,,,,,,,,,,,7,,,,,,,,,,10,,,,,,,,,,,,,,,,
12-Jul-21,134,976,12,Sun/No fert/No thin,t,100,,15,5,15,35,,,,30,,1,5,20,5,5,,,3,,,,5,,,5,,,,5,,10,,,,,10,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
12-Jul-21,135,976,12,Amb/Fert/Thin,t,100,,20,5,20,20,,5,25,,,2,,,5,5,,,,,,,,,,,,,5,,,10,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,136,976,12,Sun/Fert/No thin,10,70,15,15,10,25,10,,,2,30,,,5,5,10,2,,,5,,,,,,,20,,,,,,20,,,,,,,,,,20,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
12-Jul-21,137,976,12,Amb/Fert/No thin,t,100,15,60,40,30,10,,,2,10,,3,5,20,,5,,,2,,,,,,,10,,,10,5,,7,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,138,976,12,Amb/No fert/Thin,10,130,10,,30,25,,,20,3,,,10,8,,,,,,2,,,,,,,5,,,,5,,10,,,,,10,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
12-Jul-21,139,976,12,Shade/No fert/No thin,50,30,5,30,,15,30,5,,,25,,,,20,,5,,10,1,,,,3,,,3,,,10,,,,,,1,,,,,,,20,,,,,,,,,,,5,,,,,12,,,,,,20,5,1,,,,
12-Jul-21,140,976,12,Shade/Fert/No thin,t,120,,15,,25,,,,,5,,2,,,,15,,30,,,,,,,,5,,,,5,,10,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,141,976,12,Shade/No fert/Thin,40,80,5,10,5,30,,,,,,,,5,15,,5,,,,,,,,,,,,,15,5,,,,,,,,,,,,,,10,,,,,,,,,,,,,5,,,,,,,50,,,,,,
12-Jul-21,142,976,12,Amb/No fert/No thin,20,60,5,10,20,25,25,,,2,,10,2,5,,5,,,,,,,,1,,,,,,,,,10,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,143,976,12,Shade/Fert/Thin,50,40,5,10,5,40,,,15,,,10,,,,10,5,,5,2,,,,10,,,,,,10,,,10,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,144,976,12,Sun/No fert/Thin,t,100,5,5,5,20,5,,,,30,,1,5,5,10,5,,5,2,,,,,,,10,,,,5,,,,,,,10,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,
12-Jul-21,145,977,13,Sun/No fert/Thin,10,100,10,,,15,50,10,10,,,,,,,,5,3,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,146,977,13,Amb/No fert/Thin,15,110,25,15,,5,10,,25,2,,,,,,,,3,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
12-Jul-21,147,977,13,Sun/No fert/No thin,20,90,5,15,,15,,,25,10,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,148,977,13,Amb/Fert/Thin,t,110,40,10,,,,,25,,,,7,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,149,977,13,Amb/Fert/No thin,t,110,15,20,5,,,,7,,,,,,,,3,3,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,150,977,13,Shade/Fert/Thin,t,120,15,10,,,,,5,,10,,5,,,,5,,,,,20,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,151,977,13,Sun/Fert/Thin,t,120,15,5,25,10,,,5,,,,2,,,,,,5,2,,,,,,,,,,,3,,10,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,152,977,13,Shade/Fert/No thin,10,90,25,15,,10,,,15,t,,,,,5,,,5,30,,,,5,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
12-Jul-21,153,977,13,Shade/No fert/No thin,t,110,60,60,,3,,15,10,,,10,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,154,977,13,Sun/Fert/No thin,60,20,20,10,80,15,,,,,,15,10,,10,,,,,,,,,5,,,,,,,,,10,,,,,,,,,,,,,,,,,3,,10,,,,,,,,,,,,,,,,,5,,
12-Jul-21,155,977,13,Shade/No fert/Thin,5,100,20,,,10,10,,,,,,,t,,,,,5,,,15,10,15,,,10,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,156,977,13,Amb/No fert/No thin,20,90,10,20,5,35,25,,,,25,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,157,978,14,Shade/Fert/No thin,20,90,15,10,5,30,30,,,5,,5,,7,25,2,,,,,,,,5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,158,978,14,Shade/No fert/No thin,50,50,35,20,10,20,15,,1,,,10,,5,,20,,,,,,15,,15,1,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,159,978,14,Shade/No fert/Thin,40,65,,10,,25,55,,10,,,,,,10,20,,,,10,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,160,978,14,Shade/Fert/Thin,10,100,20,10,,35,25,,2,,25,10,,5,,,,,,,,10,,3,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
13-Jul-21,161,978,14,Sun/No fert/Thin,10,100,5,10,5,15,25,,15,,,15,,,10,10,,,,,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
13-Jul-21,162,978,14,Amb/Fert/No thin,t,100,15,90,15,10,15,,10,5,,10,,2,25,20,,,,5,,,,5,,,,,,15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,163,978,14,Sun/No fert/No thin,t,110,10,10,50,25,30,,5,,,10,,,,5,,,,t,,5,,5,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,164,978,14,Sun/Fert/Thin,10,100,1,10,2,20,40,,10,,1,3,,,,20,,,,2,,,,2,,,,,,15,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,165,978,14,Amb/No fert/No thin,10,120,,80,40,15,,,,,,45,,,5,25,,,,8,,,,5,,,,,,20,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,166,978,14,Amb/No fert/Thin,t,100,,5,,20,25,,,,8,15,,3,10,5,,,5,,,,,5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,167,978,14,Amb/Fert/Thin,t,130,5,10,,15,35,,,,,10,,5,,15,,,,10,,,,,,,5,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,168,978,14,Sun/Fert/No thin,20,100,5,30,10,25,40,,,,35,15,,10,20,20,,,,10,,5,,10,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,169,979,15,Amb/Fert/Thin,15,100,8,,5,8,35,,10,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,170,979,15,Amb/Fert/No thin,30,40,20,t,60,,40,,10,,,20,,5,20,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,171,979,15,Sun/Fert/No thin,15,100,20,,10,,35,1,5,,10,10,,,7,,,,5,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,,,
13-Jul-21,172,979,15,Amb/No fert/Thin,15,100,1,t,5,15,30,,10,,,15,,1,,,,,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,173,979,15,Shade/Fert/Thin,25,50,,10,,5,50,,15,,,25,,5,,,2,,,,,10,,3,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,2,,,,,,,,5,,,
13-Jul-21,174,979,15,Amb/No fert/No thin,10,50,15,15,5,15,25,10,,,,5,,5,,,,2,,,,10,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,175,979,15,Shade/No fert/Thin,30,60,10,,5,25,30,3,5,,,5,,5,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,176,979,15,Sun/Fert/Thin,30,50,15,t,2,20,30,,10,,,10,,5,,,,,,,,5,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,177,979,15,Shade/Fert/No thin,60,60,25,10,50,,25,,,,,20,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,178,979,15,Shade/No fert/No thin,t,90,20,20,10,35,20,,20,,,20,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,179,979,15,Sun/No fert/No thin,5,100,20,5,10,40,35,,5,,,5,1,5,,,,,,,,10,,5,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,180,979,15,Sun/No fert/Thin,50,50,10,5,,20,40,,5,,t,15,,5,,,,,,,,t,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,181,980,16,Shade/Fert/No thin,t,140,10,20,45,,,,5,,,25,,,,,7,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,182,980,16,Sun/Fert/No thin,t,110,90,10,,,,,5,,,20,,5,,10,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
13-Jul-21,183,980,16,Shade/No fert/Thin,40,80,50,,,,,t,,,,20,5,5,,,,,,,,20,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,184,980,16,Sun/No fert/No thin,20,70,40,20,5,,15,,10,,,20,5,5,,,,,,,,10,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,185,980,16,Sun/No fert/Thin,20,90,20,15,5,,,8,15,,,15,7,,,20,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,186,980,16,Shade/Fert/Thin,10,110,35,5,,,,,30,,,15,5,5,,2,,,,,,10,,10,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,187,980,16,Sun/Fert/Thin,20,80,25,,,,,,,,1,25,,5,,,,,,,,10,,,,,,,,,,,,,,,,,,,,30,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,188,980,16,Amb/Fert/No thin,20,80,50,15,,,,,25,,,15,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,189,980,16,Amb/No fert/Thin,5,110,30,,,,,7,20,,,5,5,5,,,,,,,,10,,5,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,190,980,16,Shade/No fert/No thin,20,80,50,,,15,,,10,,,15,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,191,980,16,Amb/Fert/Thin,10,110,25,,,,,,20,,,15,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,192,980,16,Amb/No fert/No thin,15,110,50,,5,15,,,20,,,20,,,,,,,,,,,,5,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,193,981,17,Shade/Fert/Thin,t,70,,100,,,7,,5,,,,,5,,,,,,3,,,,,,,,,,10,,,,,,3,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,
13-Jul-21,194,981,17,Shade/No fert/Thin,10,70,,20,,15,35,,5,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,195,981,17,Sun/Fert/No thin,t,60,10,30,5,15,30,,5,15,,,3,5,,,,,,,,t,,5,,,5,,,,,,,,,,,,,,,,,,,,,,t,,,,,,,,,,,,,,,30,,,,,,,
13-Jul-21,196,981,17,Shade/No fert/No thin,20,80,15,90,10,10,10,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,197,981,17,Amb/Fert/Thin,t,130,15,20,5,10,30,,5,,,,1,5,,,2,,,,,t,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,198,981,17,Amb/No fert/Thin,10,100,10,10,,15,25,,,5,,,,5,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,199,981,17,Shade/Fert/No thin,t,100,35,50,,15,7,,5,,,,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,200,981,17,Sun/No fert/No thin,20,90,10,40,5,2,5,3,,,7,,,5,,,1,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,201,981,17,Sun/No fert/Thin,t,120,15,15,,45,10,,5,t,5,,2,5,,,,,,,,,,5,,,5,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,202,981,17,Amb/No fert/No thin,10,100,15,20,,20,,,,,1,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-21,203,981,17,Sun/Fert/Thin,t,110,10,30,,10,,,1,1,,,,5,,,,,,,,5,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
13-Jul-21,204,981,17,Amb/Fert/No thin,t,110,5,40,5,10,,1,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
