Date Collected,Plot,Waypoint,Block,Treatment,Plot,Bare Ground,Litter,Ach mil,Agr sca,Ago gla,Ale aln,Ara div,And sep,Ane pat,Ane mul,Ant neg,Ant par,Ara hir,Arb ida,Art fri,Art lud,Ast das,Ast fal,Ast fle,Ast lae,Bou gra,Bro ine,Cam rot,Carex,Cer arv,Cir umb,Che alb,Col lin,Com umb,Con arv,Cow pat,Dan int,Dodecatheon sp.,Ely tra,Eri cae,Eri gla,Ery che,Fes hal,Fra vir,Gai ari,Gal bor,Gen ama,Geu tri,Hel hoo,Het vil,Koe mac,Lac tat,Lat och,Mon fis,Ort leu,Other lathyrus,Oxy ser,Pas smi,Pen alb,Poa ari,Poa pal,Poa pra,Pot arg,Pot con,Rock,Ros ark,Rub ida,Sil lat,Sis mon,Sol mis,Son arv,Sti cur,Sti vir,Sym occ,Tar off,The rho,Tra dub,Unknown Weed,Unkown Yellow Aster,Vic ame,Vio adu,Vio ped,Ziz apt
"July 25, 2023",111,974,10,Amb/No fert/No thin,111,60,50,5,,10,,,,,,,,,,,25,5,15,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,20,,,,,,,,,25,,,,20,10,,,,,5,,,,,,,,10,,,
"July 25, 2023",112,974,10,Amb/Fert/Thin,112,60,50,2,,,,,,5,,,,,,,45,5,5,,,,,,,,,,,15,,,,,5,,,,,,,,,,,,,,10,,,,,,,,,90,,,,5,,,,5,,,,,,,3,,,15,,,
"July 25, 2023",113,974,10,Sun/Fert/Thin,113,40,70,10,,,,,,,,,,,,,45,8,10,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,75,,,,5,,,,,,10,,,1,,,,,,,,
"July 25, 2023",114,974,10,Amb/Fert/No thin,114,20,75,15,,,,,,,,,,,,,25,,15,5,,,,,,,,,,5,,,,,10,,,,,,,5,,,,,,,,,,,,,,,,40,,,,5,5,,,,,10,,,,,,,,10,,,
"July 25, 2023",115,974,10,Sun/No fert/Thin,115,35,70,,,,,,,,,,,,,,25,10,10,,,,,5,,,,,,5,,,,,5,,,,20,,5,,,,,,,,,,,,,,,,,10,,,,15,,,,,,15,,,,,,,,10,,,
"July 25, 2023",116,974,10,Sun/No fert/No thin,116,20,110,10,,,,,,5,,,,,,,25,10,5,,5,,,10,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,45,,,,15,5,,,10,,,,,,,,,,5,,,
"July 25, 2023",117,974,10,Amb/No fert/Thin,117,50,50,15,,,,,,,,,,,,,25,5,15,,,,,5,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,20,,,,20,,,,10,,15,,,,,,,,5,,,
"July 25, 2023",118,974,10,Shade/Fert/No thin,118,0,120,,,,,,,,,,,,,1,15,5,10,,,,,5,,,,,,3,,,,,50,,,,,,,,,1,,,,,,,,,,,,,,100,,,,20,,,,5,,,,,,,,,,20,,,
"July 25, 2023",119,974,10,Shade/No fert/No thin,119,0,150,,,,,,,,,,,,,,20,10,20,,5,,,5,,,,,,,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,20,,,,10,,,,,,15,,,,,,,,5,,,
"July 25, 2023",120,974,10,Sun/Fert/No thin,120,40,70,3,,,,,,,3,,,,,,25,5,1,,10,,,5,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,20,,,,5,,,,,3,20,,,,,,,,15,,,
"July 25, 2023",121,975,11,Shade/No fert/Thin,121,60,40,,,,,,,,,,,,,,5,,5,,,,,1,,,,,,,,,,,5,,,,30,,,15,,,,,,,,,,,,,,5,,10,,,,10,,,,30,,15,,,,8,,,,,,,
"July 25, 2023",122,975,11,Shade/No fert/No thin,122,0,130,,,,,,,5,,,,,,,5,,15,,,,,5,5,,,,,5,,,,,,,,,15,,,,,,,,,,,,,,,,,,,10,,,,10,,,,10,,20,,,,15,,,,,,,
"July 25, 2023",123,975,11,Amb/Fert/Thin,123,10,130,,,,,,,,,,,,,,,,,,20,,,5,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,30,,,,25,,,,20,,10,,5,,10,,,,10,,3,
"July 25, 2023",124,975,11,Shade/Fert/Thin,124,10,100,,,,,,,,,,,,,,,,2,,,10,,5,,,,,,5,,,,,10,,,,10,,,15,,,,,,,,,,,,,,,,15,10,,,30,,,,,,25,,5,,,,,,5,,,
"July 25, 2023",125,975,11,Sun/No fert/No thin,125,20,80,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,2,,,,40,,,,,,,,,,,,,,,,,,,10,,,,15,,,,,,15,,,,5,,,,,,5,
"July 25, 2023",126,975,11,Shade/Fert/No thin,126,0,150,,,,,,,,,,,,,,,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10,,,10,,,,,,10,,,,10,,,,,,5,
"July 25, 2023",127,975,11,Amb/Fert/No thin,127,0,120,,,,,,,,,,,,,,5,,,,,,,5,,,,,,10,,,,,1,,,,50,,,,,,,,,,,,,,,,,,,40,5,,,15,,,,,,5,,15,,,,,,,,,
"July 25, 2023",128,975,11,Sun/Fert/Thin,128,40,100,,,,,,,5,,,,,,,20,,,,15,,,10,,,,,,5,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,25,,,,,,5,,,
"July 25, 2023",129,975,11,Amb/No fert/No thin,129,60,40,,,,,,,,,,,,,,10,,,,25,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,15,,,,,,,,20,5,,,,,,,3,,10,,,,5,,,,,,,
"July 25, 2023",130,975,11,Sun/No fert/Thin,130,90,20,,,,,,,,,,,,,,10,,,,10,,,5,,,,,,,,,5,,,,,,20,,,15,,,,,10,,,,,,,,,10,,10,20,,,25,,,,10,,10,,5,,,,,,,,1,
"July 25, 2023",131,975,11,Sun/Fert/No thin,131,40,60,5,,,,,,5,,,,,,,30,,,,20,,,5,15,,,,,,,,,,2,,,,25,,,,,,,,,,,,,,,,,,,30,,,,15,,,,,,15,,5,,,,,,,,,1
"July 25, 2023",132,975,11,Amb/No fert/Thin,132,70,40,10,,,,,,,,,,,,,25,,,,5,,,3,,,,,,,,,10,,,,,,20,10,,,,,,,,,,,,,,,,,,10,,,,25,,,,20,,10,,,,,,,,,,,2
"July 25, 2023",133,976,12,Sun/Fert/Thin,133,60,50,,,,,,,,,,,,,,30,,,,25,,,10,,,,,,5,,,10,,,,,,,15,,5,,,,,,,,,,,,,,,,50,5,,,30,,,,,,,,,,,,,,10,,,
"July 25, 2023",134,976,12,Sun/No fert/No thin,134,70,20,5,,,,,,5,,,,,,,25,,,,25,,,2,,,,,,2,,,3,,20,,,,5,3,,10,3,,,,,,20,,,,,,,,,15,5,,,25,,,,5,,,,,,,,,,5,,5,
"July 25, 2023",135,976,12,Amb/Fert/Thin,135,0,150,,,,,,,,2,,,,,,25,5,15,,20,,,,,,,,,5,,,,,,,,,,,,5,,,,,,,15,,,,,,,,,80,5,,,,,,,,,,,,,,,,,10,,,
"July 25, 2023",136,976,12,Sun/Fert/No thin,136,10,100,20,,,15,,,5,,5,,,,,15,5,,,35,,,,,,,,,2,,,10,,15,,,,,10,,10,,,,,,,3,,,,3,,,,,20,5,,,25,,,,,,15,,,,,,,,5,,,
"July 25, 2023",137,976,12,Amb/Fert/No thin,137,25,100,,,3,25,,,2,,,,,,,25,,,,25,,,5,,,,,,,,,5,,15,,,,15,,,,,,,,,,10,,,,,,,,,40,10,,,30,,,,10,,,,,,,5,,,,,2,
"July 25, 2023",138,976,12,Amb/No fert/Thin,138,80,40,20,,,25,,,5,,,,,,,20,,35,,10,,,5,,,,,,10,,,,,5,,,,25,5,,,,,,,,,5,,,,,,,,,,,,,25,,,,,,10,,,,,,,,,,,
"July 25, 2023",139,976,12,Shade/No fert/No thin,139,15,100,5,,5,,,,,,,,,,,80,,,20,30,,,5,,,,,,10,,,,,5,,,,,,15,,,,,,,,,,,,,,,,,20,10,,,20,,,,,,,,,,,,,,5,,1,
"July 25, 2023",140,976,12,Shade/Fert/No thin,140,20,80,10,,10,,,,10,,,,,,,25,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,15,,60,5,,,35,,,,,,,,,,5,,,,,,1,
"July 25, 2023",141,976,12,Shade/No fert/Thin,141,90,15,,,5,15,,,10,,,,,,,,,5,,20,,,5,,,,,,2,,,,,5,,,,10,30,,,,,,,,,5,,,,,,,,,20,,,,25,,,,15,,5,,,,,5,,,,,,
"July 25, 2023",142,976,12,Amb/No fert/No thin,142,70,30,,,,,,,5,,,,,,,20,5,,,25,,,,,,,,,8,2,,,,5,,,,20,,,20,,,,,,,5,,,,,,,,,,5,,,30,,,,,,5,,,,5,,,,,,,
"July 25, 2023",143,976,12,Shade/Fert/Thin,143,0,120,10,,10,,,,,,,,,,,20,,5,,10,,?,,,,,,,,,,,,,,,,,,,20,,,,,,,15,,,5,,,,,,40,,,,15,,,,10,,,,,,,,,,5,,,
"July 25, 2023",144,976,12,Sun/No fert/Thin,144,90,10,5,,5,,,,10,,5,,,,,5,1,,,40,,,5,1,,,,,5,,,10,,,,,,,15,,10,,3,,,,,,,,,3,,,,,5,10,,,10,,,,20,,15,,,,10,,,,,,1,
"July 25, 2023",145,977,13,Sun/No fert/Thin,145,90,15,,,,,,,,,,,,,15,50,,20,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,2,,10,,,1,,,15,,,,,,20,,,,,3,,,,,,
"July 25, 2023",146,977,13,Amb/No fert/Thin,146,70,40,3,,,,,,,,,,,,,10,5,30,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,2,,5,,15,,,,5,,,,,,40,,,,,,,,,,,
"July 25, 2023",147,977,13,Sun/No fert/No thin,147,40,60,,,,,,,,,,,,,,,5,30,,,,,,,,,,,1,,,,,,,,,10,,,1,,,,,,,,,,,,,,,,25,5,,,25,,,,,,10,,,,5,,,,,,,
"July 25, 2023",148,977,13,Amb/Fert/Thin,148,30,80,,,,,,,,,,,,,,,,20,,,,,,,,,1,15,2,,,,,10,,,,,,,,,,,,,,,,,,,5,,5,,40,,,,,,,,,,10,,,,,,,,,,,
"July 25, 2023",149,977,13,Amb/Fert/No thin,149,15,100,,,,,,,,,,,,,,,,15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,5,,,,,10,,,,,,
"July 25, 2023",150,977,13,Shade/Fert/Thin,150,40,80,,,,,,,,,,,,,3,15,,5,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,40,,,,,,,,10,,50,,,,5,5,,,,,,
"July 25, 2023",151,977,13,Sun/Fert/Thin,151,50,60,,,,,,,,,,,,,,,,10,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,,25,,,,,,,,,,,
"July 25, 2023",152,977,13,Shade/Fert/No thin,152,60,60,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,20,,,25,,,,,,,,,,,,,,,,,
"July 25, 2023",153,977,13,Shade/No fert/No thin,153,10,100,,,,,,,,,,,,,10,15,,5,,,,,,5,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,35,,,,15,,,,,,15,,,,10,5,,,,,,
"July 25, 2023",154,977,13,Sun/Fert/No thin,154,50,70,,,,,,,,,,,,,,,,5,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,10,,,15,,,,1,,,,,,5,,,,,,,
"July 25, 2023",155,977,13,Shade/No fert/Thin,155,50,70,2,,,,,,,,,,2,,,30,,5,,5,,,5,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,,,,10,,30,,,,,,,,5,,,
"July 25, 2023",156,977,13,Amb/No fert/No thin,156,10,90,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,25,,,,30,,,,15,,5,,,,,,,,,,,
"July 25, 2023",157,978,14,Shade/Fert/No thin,157,30,100,,,,,,,,,,,,,,10,5,5,,1,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,75,5,,,25,,,,3,,10,,,,2,,,,,,,
"July 25, 2023",158,978,14,Shade/No fert/No thin,158,60,70,,,,,,,,,,,,,,20,,,,,,,,5,,,,,,,,,,30,,,,,,,20,,,,,,,,,,,,,,,,10,10,,,15,,,,15,,15,,,,10,5,,,,,,
"July 25, 2023",159,978,14,Shade/No fert/Thin,159,80,30,15,,,,,,,,,,,,,25,,15,,1,,,,,,,,,,,,,,25,,,,,,,20,,,,,,,,,,,,,,,,20,10,,,25,,,,,,,,,3,15,,,,,,,
"July 25, 2023",160,978,14,Shade/Fert/Thin,160,10,90,,,,,,,,,,,,,,20,,,,20,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,25,,,,1,,,,,,5,,,,,,,
"July 25, 2023",161,978,14,Sun/No fert/Thin,161,80,15,,,,,,,,,,,,,,40,,15,,,,,,5,,,,,,,,,,5,,,,,,,15,,,,,,,,,,,,,,,,25,5,,,20,,,,,,5,,,,10,,,,,,,
"July 25, 2023",162,978,14,Amb/Fert/No thin,162,10,100,5,,,,,,,,,,,,,10,,25,,,,,,,,,,,,,,,,10,,,,,,,15,,,,,,,,,,,,,,,,120,10,,,10,,,,10,,,,,,20,,,,,,,
"July 25, 2023",163,978,14,Sun/No fert/No thin,163,70,40,5,,,,,,,,,,,,,30,,10,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,30,,,,25,,,,15,,5,,,,10,,,,,,,
"July 25, 2023",164,978,14,Sun/Fert/Thin,164,40,60,,,,,,,,,,,,,,20,,25,,,,,,,,,,,,,,,,5,,,,,,,10,,,,,,,,,,,,,,,,100,,,,20,,,,5,,,,,,10,,,,10,,,
"July 25, 2023",165,978,14,Amb/No fert/No thin,165,40,60,20,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,10,,,,,,,10,,,,,,,,,,,,,,,,40,5,,,25,,,,10,,,,,,20,,,,10,,,
"July 25, 2023",166,978,14,Amb/No fert/Thin,166,95,10,,,,,,,,,,,1,,,30,,,,10,,,1,5,,,,,,,,,,20,,,,,,,20,,,,,,,,,5,,,,,5,,5,,,,15,,,,20,,10,,,,15,,,,,,,
"July 25, 2023",167,978,14,Amb/Fert/Thin,167,60,40,15,,,,,,,,,,,,,25,,,,1,,,,,,,,,,,,5,,20,,,,,,,,,,,,,,,,,,,,,,,50,,,,35,,,,20,,10,,,,15,,,,,,,
"July 25, 2023",168,978,14,Sun/Fert/No thin,168,20,100,15,,,,,,,,,,,,,20,,,,30,,,5,,,,,,,,,,,5,,,,,,,5,,,,,,5,,,,,,,,,,120,5,,,20,,,,,,,,,,10,,,,5,,,
"July 26, 2023",169,979,15,Amb/Fert/Thin,169,90,20,,,,,,,,,,,,,,50,,10,,15,,,5,10,,,,,,,,,,10,,,5,5,,,,,,,,,,,,,,,,,,,10,5,,,5,,,,,,15,,,,10,,,,,,,
"July 26, 2023",170,979,15,Amb/Fert/No thin,170,40,100,,,,,,,,,,,,,,20,,15,,10,,,,,,,,,,,,,,10,,,,15,,,,,,,,,,,,,,,,,,,20,15,,,15,,,,,,10,,,,5,5,,,,,,
"July 26, 2023",171,979,15,Sun/Fert/No thin,171,50,50,,,,,,,,,,,,,,25,,5,,20,,,,10,,,,,,,,,,15,,,,15,,,,,,,,,,,,,,,,,3,,15,5,,,5,,,,,,10,,,,5,,,,,,,
"July 26, 2023",172,979,15,Amb/No fert/Thin,172,95,10,,,5,,,,,,,,,,,40,10,20,,5,,,5,5,,,,,,,,,,15,,,,10,,,,,,,,,,,,,,,5,,,,,,,,15,,,,,,10,,,,,,,,,,,
"July 26, 2023",173,979,15,Shade/Fert/Thin,173,80,40,,,,,,,,,,,,,,5,,15,,,,,,20,,,,,,20,,,,5,5,,,5,,,,,,,,,,,,,,,,,,,15,,,,15,,,,,,,25,,,,,,,,,,
"July 26, 2023",174,979,15,Amb/No fert/No thin,174,50,60,,,,,,,,,,,,,5,20,,,,,,,5,,,,1,,,,,,,,,,,15,,,,,,,,,,,,,,,5,,,,5,,,,10,,,,5,,20,,,,8,,,,,,,
"July 26, 2023",175,979,15,Shade/No fert/Thin,175,90,15,,,,,3,,,,,,,,5,30,,10,,20,,,5,,,,,,3,,,,,,,,,10,,,,,,,,,,,,,,,5,,1,,,,,,25,,,,5,,15,,,,10,,,,,5,,
"July 26, 2023",176,979,15,Sun/Fert/Thin,176,80,20,,,,,,,5,,,,,,,25,,10,,15,,,5,10,,,3,,,,,,,15,,,,15,,,,,,,,,,,,,,,,,,,15,,,,25,,,,5,,,,,,15,3,,,,,,
"July 26, 2023",177,979,15,Shade/Fert/No thin,177,15,120,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,60,,,,15,,,,1,,5,,,,15,,,,,,,
"July 26, 2023",178,979,15,Shade/No fert/No thin,178,20,80,,,,,,,,,,,,,,20,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,30,,,,,,15,,,,10,,,,,,,
"July 26, 2023",179,979,15,Sun/No fert/No thin,179,20,70,,,,,,,,,,,,,,40,,8,,1,,,5,,,,,,5,,,,,1,,,,15,,,,,,,,,,,,,,,,,,,,,,,40,,,,5,,15,,,,,,,,,,,
"July 26, 2023",180,979,15,Sun/No fert/Thin,180,80,20,,,,,,,,,,,,,,35,,5,,,,,10,10,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,40,,,,15,,20,,,,5,,,,,,,
"July 26, 2023",181,980,16,Shade/Fert/No thin,181,20,80,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,90,,,,,,,,,,,,,,10,,,,,,,
"July 26, 2023",182,980,16,Sun/Fert/No thin,182,50,70,,,,,,,,,,,,,,,,5,,,,,5,10,,,5,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,70,,,,,,,,,,5,,,,15,,,,,,,
"July 26, 2023",183,980,16,Shade/No fert/Thin,183,25,80,,,,,,,,,,,,,5,,,,,10,,,5,10,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,70,,,,10,,,,,5,1,
"July 26, 2023",184,980,16,Sun/No fert/No thin,184,25,100,,,,,,,,,,,,,,10,,20,,,,,5,5,,,,,5,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,20,,,,,,,,,,15,,,,10,,,,,,,
"July 26, 2023",185,980,16,Sun/No fert/Thin,185,70,40,,,,,,,,,,,,,10,,,10,,,,,,,,,1,,10,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,
"July 26, 2023",186,980,16,Shade/Fert/Thin,186,20,100,,,,,,,,,,,,,,,,25,,1,,,,,,,,,,,,,,15,,,,,,,5,,,,,,,,,,,,,,,,10,,,,,,,,,,50,,,,15,,,,,,,
"July 26, 2023",187,980,16,Sun/Fert/Thin,187,60,40,15,,,,,,,,,,,,15,5,,,,,,,5,5,,,1,,,2,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,50,,,,10,,,,,5,,
"July 26, 2023",188,980,16,Amb/Fert/No thin,188,20,100,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,40,,,,5,,,,,,,
"July 26, 2023",189,980,16,Amb/No fert/Thin,189,50,60,,,,,,,,,,,,,5,,,15,,,,,10,10,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,30,,,,15,,,,,,,
"July 26, 2023",190,980,16,Shade/No fert/No thin,190,15,100,,,,,,,,,,,,,,,,15,,1,,,,5,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,15,,,,20,,,,,,40,,,,,,,,,,,
"July 26, 2023",191,980,16,Amb/Fert/Thin,191,25,100,,,5,,,,,,,,,,,,,5,,10,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,,,,,,,,60,,,,5,,,,,,1,
"July 26, 2023",192,980,16,Amb/No fert/No thin,192,50,60,,,,,,,,,,,,,,,,50,,,,,,,,,,,5,,,,,,,,,10,,,,,,,,,,,,,,,,1,,,5,,,,10,,,,,,45,,,,10,,,,,,,
"July 26, 2023",193,981,17,Shade/Fert/Thin,193,0,120,3,,5,,,,,,,,,,,10,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,5,,,,5,,,,,5,,,,,,,,
"July 26, 2023",194,981,17,Shade/No fert/Thin,194,30,70,,,10,,,,,,,,,,,30,,5,,10,,,,,,,,,1,,,1,,,,,,5,,,,,,,,,,15,,,,,,,,,20,,,,25,,,,,,10,,,,,,,,,,,
"July 26, 2023",195,981,17,Sun/Fert/No thin,195,10,110,,,,,,,,,,,,,,30,5,,,,,,,,,,,,5,,,,,10,,,,,,,,,,5,,,,,,,,,,,,,60,,,,5,,,,,,,,,,,,,,,,,
"July 26, 2023",196,981,17,Shade/No fert/No thin,196,30,70,,,10,,,,,,,,,,,35,,5,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,25,,,,5,,,,,,5,,,,,1,,,,,,
"July 26, 2023",197,981,17,Amb/Fert/Thin,197,30,90,5,,,,,,,,,,,,,40,,5,,5,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,65,,,,10,,,,,,5,,,,,,,,,,,
"July 26, 2023",198,981,17,Amb/No fert/Thin,198,80,30,5,,,,,,,,,,,,,25,8,,,,,,5,,,,,,5,,,,,5,,,,15,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,20,,,,,,,,,1,,
"July 26, 2023",199,981,17,Shade/Fert/No thin,199,0,150,,,10,,,,,,,,,,,10,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,60,,,,15,,,,,,,,,,,,,,,,,
"July 26, 2023",200,981,17,Sun/No fert/No thin,200,40,60,2,,2,,,,,,,,,,2,20,,,,40,,,3,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,5,,,,,20,,,,5,,,,,,10,,,1,,,,,,,,
"July 26, 2023",201,981,17,Sun/No fert/Thin,201,40,60,1,,,,,,,,,,,,,15,5,15,,25,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,30,,,,8,,20,,,5,,,,,,,,
"July 26, 2023",202,981,17,Amb/No fert/No thin,202,60,40,,,,,,,,,,,,,,5,,5,,,,,5,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,150,,,,15,,,,10,,20,,,,,,,,,5,,
"July 26, 2023",203,981,17,Sun/Fert/Thin,203,0,150,,,,,,,,,,,,,,,5,5,,,,,5,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,110,,,,10,,,,3,,5,,,,,,,,,,,
"July 26, 2023",204,981,17,Amb/Fert/No thin,204,0,110,1,,,,,,,,,,,,,10,,,,5,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,106,,,,5,,,,,,,,,,,,,,,,,
